amount,transaction_type,transaction_time,sender_balance,receiver_balance,location,device_type,previous_transactions,new_device,unusual_location,Fraud
642.06,Net Banking,17,24449.04,92243.43,Different City,Mobile,309,0,0,0
6969.94,Credit Card,18,17343.45,35248.1,Same City,Mobile,497,0,0,0
717.62,Credit Card,15,4473.03,483103.78,Same City,Tablet,3,1,1,1
914.86,Debit Card,17,38989.16,37172.41,Different City,Desktop,213,1,0,0
3911.03,UPI,22,15541.66,67189.27,Same City,Tablet,293,1,0,0
577.39,Credit Card,20,38273.44,76892.28,Different City,Tablet,12,0,0,0
1340.98,Net Banking,13,12777.24,83704.11,Same City,Tablet,356,0,0,0
570.16,UPI,6,39286.75,60192.34,Same City,Mobile,353,1,0,0
1280.74,Net Banking,12,13697.25,74090.41,Same City,Tablet,86,0,0,0
3266.61,Credit Card,19,11113.1,18192.81,Same City,Tablet,244,1,0,0
1185.76,Credit Card,22,21061.76,29632.58,Different Country,Desktop,119,1,1,0
562.4,UPI,17,24019.05,46629.94,Same City,Tablet,447,0,0,0
1447.19,Net Banking,17,7680.93,88865.91,Same City,Desktop,469,0,0,0
623.86,Credit Card,6,48171.95,15105.79,Same City,Desktop,247,0,0,0
2101.59,UPI,11,16999.93,71442.42,Same City,Desktop,297,0,0,0
2572.08,Debit Card,19,50847.97,91581.43,Same City,Tablet,496,0,0,0
2584.0,UPI,3,8467.85,417651.36,Different City,Tablet,5,1,1,1
1038.68,Debit Card,23,30110.04,63226.43,Different City,Tablet,443,0,0,0
617.88,UPI,17,28430.52,71920.18,Different City,Desktop,299,0,1,0
1372.43,UPI,20,41899.47,42967.34,Same City,Tablet,330,0,0,0
240.0,Net Banking,20,42301.34,22123.87,Same City,Mobile,295,0,0,0
431.27,Net Banking,9,37325.39,47601.81,Different City,Mobile,72,1,1,0
1056.76,Debit Card,10,49636.24,33134.7,Same City,Desktop,12,0,0,0
1160.55,UPI,17,49455.08,43249.79,Same City,Tablet,471,1,0,0
7951.54,Credit Card,0,9487.9,141343.12,Different City,Mobile,1,1,1,1
4645.4,Net Banking,7,12704.06,16046.26,Same City,Desktop,472,0,0,0
468.47,Net Banking,23,28267.21,73307.13,Same City,Tablet,286,0,0,0
760.13,Credit Card,21,23514.23,76244.7,Same City,Desktop,387,0,0,0
1010.78,Debit Card,20,1111.36,41656.58,Same City,Desktop,32,0,0,0
2586.38,Debit Card,12,28278.83,32085.45,Same City,Tablet,244,0,0,0
281.86,Debit Card,23,24883.75,32073.36,Same City,Mobile,62,0,0,0
2065.62,UPI,10,1976.9,166220.49,Different Country,Desktop,5,1,1,1
843.31,UPI,17,990.39,3926.51,Same City,Desktop,347,0,0,0
2058.08,Credit Card,18,16455.41,80264.03,Different City,Mobile,251,0,0,0
3205.13,UPI,16,49616.5,22461.56,Same City,Mobile,90,0,0,0
606.44,Credit Card,19,9357.78,89676.54,Same City,Mobile,221,0,0,0
557.96,Credit Card,12,49214.56,22612.53,Same City,Mobile,397,0,0,0
1173.63,Credit Card,6,9155.58,69589.91,Same City,Mobile,73,0,0,0
221.82,UPI,7,22127.91,59356.09,Different City,Mobile,101,0,0,0
92.61,UPI,14,17601.14,92952.91,Same City,Desktop,258,0,0,0
215.39,Debit Card,9,6045.75,61062.0,Same City,Tablet,125,0,0,0
362.66,UPI,13,25522.19,59538.5,Different City,Desktop,486,1,0,0
1734.35,Credit Card,22,6513.8,48613.05,Same City,Desktop,110,1,0,0
2176.57,Net Banking,9,48640.89,38732.25,Same City,Tablet,304,1,0,0
1123.16,UPI,9,36522.27,38923.05,Same City,Tablet,419,0,0,0
684.5,UPI,13,36234.55,41892.36,Same City,Mobile,304,0,0,0
1374.38,UPI,9,44265.16,9736.69,Same City,Mobile,283,0,0,0
1644.15,Debit Card,13,49391.93,73789.69,Same City,Tablet,30,0,0,0
2542.07,Net Banking,19,21764.52,21633.28,Different City,Mobile,268,0,1,0
805.9,UPI,8,8613.44,2544.78,Different City,Tablet,333,1,1,0
1892.75,UPI,20,51704.35,47453.36,Same City,Desktop,28,0,0,0
480.27,Debit Card,14,17127.95,50057.93,Same City,Mobile,394,1,0,0
794.68,Debit Card,22,13765.97,65998.4,Same City,Mobile,57,0,0,0
847.78,Credit Card,8,44274.58,72716.91,Same City,Desktop,340,0,0,0
843.12,Net Banking,13,34752.48,31186.39,Same City,Desktop,330,0,0,0
788.83,UPI,23,45846.78,99615.77,Same City,Desktop,498,0,0,0
405.39,UPI,13,26073.79,34883.19,Different City,Mobile,150,0,1,0
4084.34,UPI,23,16032.27,51236.38,Different City,Tablet,341,0,0,0
1925.38,UPI,11,24738.46,66776.06,Same City,Tablet,496,1,0,0
1678.15,Net Banking,10,40676.03,1620.04,Same City,Tablet,335,0,0,0
1943.78,UPI,21,22861.73,16022.56,Same City,Tablet,495,0,0,0
2426.64,Debit Card,12,12411.71,56533.03,Same City,Mobile,470,1,0,0
2308.13,Net Banking,16,51971.56,4491.13,Same City,Tablet,289,0,0,0
1837.09,Debit Card,16,22834.88,26015.78,Different City,Desktop,345,0,1,0
24585.66,Debit Card,13,65978.23,69720.94,Different Country,Tablet,151,0,1,0
1438.7,Debit Card,16,9264.65,94473.63,Same City,Tablet,117,0,0,0
1334.26,Debit Card,21,28597.07,23374.08,Same City,Mobile,328,0,0,0
145.86,Credit Card,17,28481.86,91675.6,Same City,Desktop,454,0,0,0
572.48,Net Banking,13,14072.31,28746.17,Same City,Tablet,253,0,0,0
4194.28,Credit Card,14,36027.7,59930.21,Same City,Desktop,132,0,0,0
1635.47,Net Banking,19,42542.96,21351.14,Different City,Desktop,262,0,0,0
1150.65,UPI,14,15653.31,58123.82,Same City,Desktop,369,0,0,0
2615.35,Debit Card,9,49978.71,88485.51,Same City,Desktop,431,0,0,0
662.83,Debit Card,8,26316.27,22649.58,Different City,Desktop,155,0,1,0
1490.67,Net Banking,7,24562.4,70967.13,Same City,Desktop,196,0,0,0
149384.83,UPI,0,904.19,474449.72,Different Country,Tablet,2,1,1,1
2654.59,Net Banking,9,3843.58,66378.97,Same City,Tablet,441,0,0,0
794.47,Net Banking,11,18477.98,84144.76,Same City,Desktop,323,1,0,0
1061.3,Debit Card,21,29346.87,6570.86,Same City,Mobile,398,0,0,0
4234.72,UPI,20,53067.94,37720.18,Different City,Tablet,486,0,1,0
436703.59,Net Banking,0,636.01,280327.1,Different City,Tablet,0,1,1,1
77.4,Net Banking,9,20175.48,55964.03,Same City,Mobile,164,0,0,0
1192.93,Credit Card,13,15807.69,46940.68,Same City,Mobile,452,0,0,0
2537.51,Credit Card,19,12380.02,34534.2,Same City,Mobile,228,0,0,0
2232.68,Debit Card,10,43760.65,39718.35,Same City,Tablet,183,0,0,0
113659.0,Net Banking,5,3387.33,286231.18,Different City,Tablet,1,1,1,1
2168.72,Credit Card,22,15593.43,87863.0,Same City,Mobile,424,0,0,0
421.09,Debit Card,10,3889.47,51870.1,Same City,Mobile,101,0,0,0
285.44,Net Banking,21,15620.44,21264.44,Different City,Mobile,394,0,0,0
4690.34,UPI,16,39992.84,42760.13,Same City,Mobile,62,0,0,0
2339.04,UPI,15,13352.86,5994.33,Same City,Tablet,72,0,0,0
1012.68,UPI,22,50219.78,66792.0,Same City,Mobile,154,0,0,0
1196.37,Net Banking,9,16982.73,50857.07,Same City,Mobile,183,1,0,0
1255.56,UPI,7,9506.95,10431.31,Same City,Desktop,14,0,0,0
1336.22,Net Banking,21,27703.71,73158.95,Same City,Tablet,292,0,0,0
783.25,Net Banking,13,17319.28,69337.75,Same City,Mobile,38,0,0,0
3563.55,Debit Card,16,30798.52,69497.01,Same City,Tablet,462,0,0,0
2242.58,Debit Card,15,28355.25,97601.38,Same City,Tablet,424,0,0,0
1078.77,UPI,6,25160.04,59240.78,Same City,Tablet,64,0,0,0
121.66,Net Banking,8,34836.4,22076.96,Same City,Tablet,457,0,0,0
1190.68,Net Banking,10,48150.16,79878.32,Same City,Tablet,81,0,0,0
587.71,Debit Card,23,44008.01,17714.98,Same City,Mobile,65,0,0,0
2169.07,Debit Card,18,35845.37,8114.92,Same City,Mobile,302,0,0,0
1461.12,UPI,20,13879.29,30641.54,Same City,Desktop,460,0,0,0
534.62,Net Banking,16,39414.25,55840.42,Same City,Mobile,56,0,0,0
4918.5,Net Banking,15,13353.89,16761.92,Same City,Mobile,194,0,0,0
740.99,Credit Card,19,13339.34,62487.41,Same City,Mobile,321,0,0,0
273.73,Net Banking,9,2320.15,45556.68,Same City,Desktop,144,0,0,0
234.44,UPI,10,10246.16,78338.72,Different City,Mobile,416,0,1,0
692.73,Net Banking,16,13192.34,74394.63,Different City,Tablet,171,0,0,0
711.39,Credit Card,19,10425.94,12907.12,Same City,Tablet,410,0,0,0
870.32,Debit Card,0,9066.53,103708.64,Different Country,Mobile,2,1,1,1
1279.84,Debit Card,17,1870.23,40918.26,Different City,Mobile,160,0,1,0
2390.72,Debit Card,7,19056.1,46533.69,Same City,Desktop,176,0,0,0
850.92,UPI,13,44540.28,23647.49,Same City,Mobile,81,0,0,0
1817.08,Net Banking,10,22323.83,17329.43,Different City,Mobile,35,0,0,0
539.45,Net Banking,9,21256.76,67582.29,Same City,Mobile,182,0,0,0
1809.57,UPI,13,14850.38,19462.38,Same City,Tablet,313,0,0,0
1983.33,Credit Card,14,16511.93,95226.01,Different City,Desktop,464,0,1,0
1459.07,Credit Card,9,30178.16,95604.71,Same City,Desktop,410,0,0,0
1424548.25,Net Banking,21,1682.37,103068.02,Different Country,Desktop,1,1,1,1
2680.34,Net Banking,17,10574.8,98842.1,Same City,Tablet,31,0,0,0
2749.65,Net Banking,10,31671.56,63458.24,Same City,Desktop,193,0,0,0
1268.41,Debit Card,18,39476.65,52340.14,Same City,Tablet,436,0,0,0
497.25,UPI,17,21090.31,20969.03,Same City,Desktop,25,0,0,0
885.85,UPI,14,22154.53,90635.44,Same City,Mobile,250,0,0,0
452.48,Credit Card,6,45933.01,19012.88,Same City,Desktop,16,0,0,0
1670.2,Net Banking,12,26751.11,91178.51,Same City,Desktop,292,0,0,0
594.2,UPI,9,45042.73,95565.15,Same City,Tablet,251,0,0,0
1665.17,UPI,21,10951.83,10565.03,Same City,Desktop,221,0,0,0
4404.33,Credit Card,1,8436.81,105521.96,Different City,Desktop,4,1,1,1
3947.21,Net Banking,15,9906.43,146166.65,Different City,Tablet,0,1,1,1
3641.24,UPI,14,25371.5,99718.24,Same City,Tablet,153,0,0,0
1804.58,Net Banking,5,8268.68,285701.16,Same City,Desktop,0,1,1,1
3129.75,UPI,7,11364.4,23381.28,Same City,Tablet,132,0,0,0
689.92,Credit Card,19,15971.61,52475.64,Same City,Mobile,120,0,0,0
3614.6,Net Banking,16,41230.67,81194.62,Same City,Mobile,101,0,0,0
3156.97,Credit Card,15,39453.01,11259.05,Different City,Mobile,265,0,1,0
2259.34,Debit Card,9,35590.1,82265.75,Different City,Desktop,484,0,0,0
1286.22,UPI,13,16870.61,50334.51,Same City,Mobile,168,0,0,0
362.43,Net Banking,14,16235.89,5574.09,Same City,Tablet,188,0,0,0
1574.45,Debit Card,23,32571.17,18663.99,Same City,Tablet,223,0,0,0
1356.6,UPI,12,44232.42,76465.1,Same City,Mobile,241,0,0,0
401.01,Credit Card,22,34059.68,75237.45,Same City,Desktop,162,0,0,0
447.36,Debit Card,12,4715.25,21112.59,Same City,Desktop,103,0,0,0
815.17,Debit Card,15,14738.09,92130.75,Same City,Desktop,181,0,0,0
1501.54,Net Banking,8,24359.43,78517.6,Same City,Tablet,326,0,0,0
2064.01,Debit Card,7,15744.05,59023.07,Different City,Mobile,51,1,1,0
3197.58,Net Banking,13,7172.28,40754.3,Same City,Desktop,358,0,0,0
1519.49,Debit Card,7,22648.58,89267.17,Same City,Mobile,156,0,0,0
1117.04,Credit Card,17,9783.84,27230.73,Same City,Tablet,26,0,0,0
726.74,Net Banking,9,23737.03,30328.59,Same City,Desktop,347,0,0,0
6833.69,UPI,16,30270.98,61939.0,Same City,Desktop,82,0,0,0
301.19,Net Banking,7,36032.42,9139.15,Same City,Desktop,89,0,0,0
18299.97,Credit Card,23,66487.86,37698.62,Same City,Tablet,385,0,0,0
238.13,UPI,16,14795.56,23875.18,Different Country,Mobile,402,0,0,0
3914.15,UPI,21,23950.14,32679.47,Different City,Desktop,101,1,1,0
2016.54,UPI,17,22042.4,15241.6,Different City,Mobile,208,0,1,0
10346.68,Net Banking,6,7501.61,349766.42,Different Country,Mobile,0,1,1,1
33847.09,Debit Card,3,1512.64,149490.62,Different Country,Tablet,3,1,1,1
3584.08,UPI,19,51606.38,4458.81,Same City,Tablet,415,0,0,0
231.88,UPI,7,7148.27,65163.98,Same City,Desktop,452,0,0,0
22303.31,Net Banking,21,597.62,445413.65,Different Country,Tablet,5,1,1,1
519.61,Debit Card,19,10798.94,82646.46,Different City,Tablet,14,0,0,0
1314.3,Net Banking,13,5299.34,95544.82,Same City,Desktop,342,0,0,0
6365.32,Net Banking,8,48547.3,48509.47,Same City,Tablet,279,0,0,0
423.73,Debit Card,10,15977.35,20179.49,Different City,Mobile,150,1,0,0
2006.45,Credit Card,10,9780.26,88617.13,Same City,Tablet,185,0,0,0
92885.05,Net Banking,2,9197.93,56476.1,Different Country,Desktop,2,1,1,1
1413.91,Debit Card,0,7889.14,124508.32,Different Country,Desktop,4,1,1,1
2844.45,Credit Card,22,17645.96,1431.53,Same City,Tablet,45,0,0,0
6598.24,Net Banking,21,40792.85,7613.09,Same City,Tablet,456,0,0,0
998.61,Debit Card,23,18604.48,36255.98,Same City,Tablet,289,1,0,0
243.94,UPI,7,38218.3,10251.6,Same City,Tablet,166,0,0,0
1202.01,Credit Card,11,47868.94,26549.64,Same City,Tablet,395,0,0,0
1097.21,Debit Card,22,22790.39,45769.96,Different City,Desktop,95,0,0,0
170.83,Net Banking,18,40723.94,94836.96,Same City,Mobile,104,1,0,0
672.99,Net Banking,17,10501.41,50491.15,Same City,Mobile,52,0,0,0
418.75,Credit Card,13,31097.26,93848.22,Same City,Desktop,313,1,0,0
2362.4,Net Banking,13,44001.29,21233.91,Same City,Desktop,424,0,0,0
199.66,Debit Card,10,23210.53,98003.26,Same City,Desktop,177,0,0,0
316.79,Net Banking,22,41271.93,98356.72,Same City,Desktop,65,0,0,0
97.1,Debit Card,12,17529.53,89983.33,Same City,Tablet,276,0,0,0
15470.96,Net Banking,5,8561.54,58626.46,Different Country,Desktop,3,1,1,1
1938.68,Credit Card,18,8243.54,87513.36,Same City,Mobile,63,0,0,0
1579.65,Credit Card,20,45038.01,57060.97,Same City,Desktop,405,0,0,0
6846.27,Net Banking,18,9202.68,2636.7,Different City,Tablet,87,0,0,0
2572.86,UPI,18,42256.6,31676.17,Different City,Desktop,404,0,0,0
1018.44,Debit Card,11,22713.74,59567.98,Same City,Tablet,313,0,0,0
387.54,UPI,11,22332.02,31037.09,Same City,Desktop,484,0,0,0
1352.18,Debit Card,8,47797.47,49674.34,Same City,Tablet,225,0,0,0
1088.93,UPI,10,7338.98,30767.91,Same City,Desktop,493,0,0,0
3684.7,Net Banking,16,48998.44,1215.68,Same City,Tablet,302,0,0,0
1169.44,Net Banking,7,39692.12,21582.1,Same City,Desktop,209,0,0,0
249.91,Net Banking,9,954.74,24120.15,Same City,Mobile,241,0,0,0
4971.32,UPI,4,666.6,499294.8,Different Country,Mobile,5,0,1,1
540.01,Debit Card,22,21689.24,41102.11,Different City,Desktop,259,1,1,0
737.16,Net Banking,12,31635.15,96981.89,Same City,Tablet,202,1,0,0
3158.38,Credit Card,6,7899.95,14386.8,Same City,Tablet,481,0,0,0
7772.5,UPI,13,27589.87,3945.95,Same City,Mobile,65,1,0,0
1070.49,Debit Card,9,11406.96,19068.77,Different City,Tablet,181,0,0,0
351.13,Debit Card,20,11216.59,67781.32,Same City,Mobile,279,0,0,0
3199.05,Debit Card,18,50131.69,18118.33,Different City,Tablet,130,0,0,0
4334.83,Net Banking,12,33241.05,86557.71,Same City,Tablet,257,0,0,0
2178.42,Debit Card,19,18247.22,50604.47,Same City,Mobile,107,0,0,0
2167.57,Credit Card,6,32690.7,91509.85,Same City,Mobile,50,0,0,0
3002.3,Net Banking,16,14633.23,89738.57,Different City,Tablet,181,0,0,0
1072.47,Net Banking,10,38825.48,24860.49,Same City,Desktop,440,0,0,0
7219.83,Debit Card,21,16525.2,36223.54,Different City,Tablet,60,0,0,0
2254.08,Debit Card,0,39.18,499735.73,Same City,Tablet,2,0,1,1
1675.84,Credit Card,21,20195.74,35719.23,Same City,Tablet,241,0,0,0
643.73,UPI,10,17757.73,99767.23,Same City,Desktop,59,0,0,0
1314.55,Credit Card,19,30140.25,12611.53,Different City,Desktop,413,0,0,0
3074.81,Debit Card,9,41661.2,7404.47,Same City,Mobile,242,1,0,0
773.22,Debit Card,13,41578.91,59731.24,Same City,Tablet,253,0,0,0
206.73,UPI,22,37367.79,42549.33,Different City,Mobile,118,0,1,0
22063.01,Debit Card,4,5527.04,66223.56,Different City,Tablet,1,1,1,1
870.96,UPI,19,37791.42,70455.44,Same City,Tablet,403,0,0,0
469.83,UPI,8,16229.79,24150.06,Same City,Tablet,346,0,0,0
18945.13,UPI,2,5934.96,112957.71,Different City,Desktop,5,1,1,1
1039.08,Net Banking,13,30358.71,54137.44,Same City,Tablet,475,0,0,0
1352.26,UPI,15,44764.44,58310.58,Same City,Mobile,428,0,0,0
766.6,Debit Card,15,3392.66,3939.18,Same City,Mobile,162,0,0,0
567.86,UPI,11,18643.53,27039.33,Same City,Mobile,467,0,0,0
2788.13,Debit Card,13,5243.25,96141.66,Same City,Tablet,395,0,0,0
1904.33,Credit Card,14,4437.77,84372.88,Same City,Mobile,57,0,0,0
903.73,UPI,4,2474.63,326166.45,Same City,Tablet,4,1,0,1
536.81,Net Banking,13,28018.63,69189.52,Same City,Tablet,65,0,0,0
513.74,Credit Card,9,33500.11,21123.18,Same City,Mobile,131,0,0,0
2178.21,Debit Card,23,3800.17,3734.82,Same City,Mobile,128,0,0,0
1326.67,Debit Card,21,27952.12,3265.91,Same City,Desktop,325,0,0,0
799.45,Debit Card,14,3303.93,36005.05,Same City,Desktop,148,0,0,0
509.46,Debit Card,12,41764.15,29238.31,Same City,Desktop,282,0,0,0
363.81,UPI,15,30433.47,51567.94,Same City,Tablet,498,0,0,0
82.18,Credit Card,9,38120.64,13710.97,Same City,Mobile,240,0,0,0
1925.55,UPI,9,14298.84,16068.14,Different City,Tablet,459,0,1,0
230.1,Net Banking,15,12321.03,9496.53,Same City,Mobile,17,0,0,0
15894.63,Net Banking,1,6707.27,142025.33,Different Country,Tablet,0,1,1,1
3079.57,Net Banking,20,21869.76,16686.02,Same City,Desktop,259,0,0,0
2484.35,UPI,13,11308.8,50256.61,Same City,Desktop,206,0,0,0
3476.92,Net Banking,21,50111.41,11864.38,Same City,Mobile,269,1,0,0
933.29,UPI,13,26920.94,70301.9,Same City,Desktop,256,0,0,0
1625.87,UPI,21,43647.26,98945.11,Same City,Tablet,432,0,0,0
388.68,Net Banking,19,14649.1,36308.23,Same City,Desktop,374,0,0,0
4045.98,Net Banking,20,20116.46,89552.32,Same City,Mobile,139,0,0,0
660.54,Debit Card,10,36002.03,8134.88,Same City,Mobile,415,0,0,0
1312.77,Debit Card,23,16947.02,61033.38,Different City,Mobile,399,0,1,0
877.68,Debit Card,16,34867.89,63137.6,Same City,Tablet,412,1,0,0
19965.59,Credit Card,2,1213.72,493107.74,Different City,Mobile,5,1,1,1
6408.97,Net Banking,14,39452.82,27993.39,Different City,Desktop,19,0,0,0
372.02,Credit Card,11,46599.39,97105.82,Different City,Tablet,379,0,1,0
1129.76,UPI,7,3076.44,59626.99,Same City,Tablet,461,0,0,0
412.25,UPI,11,33018.13,82974.18,Same City,Desktop,477,0,0,0
1029.14,Net Banking,16,46127.66,20347.27,Same City,Desktop,158,0,0,0
4290.42,UPI,10,51865.45,60161.18,Different City,Desktop,480,1,0,0
2165.12,Net Banking,16,24123.52,34239.51,Different City,Desktop,94,0,1,0
2187.41,Credit Card,19,10708.01,96832.7,Same City,Tablet,420,0,0,0
979.33,Debit Card,14,5641.29,62568.19,Same City,Desktop,132,0,0,0
3290.44,Credit Card,21,8536.32,90255.29,Same City,Mobile,303,0,0,0
238.49,Credit Card,23,39968.94,9299.06,Same City,Desktop,429,0,0,0
3275.39,UPI,16,6108.0,33519.72,Different City,Tablet,77,0,0,0
926.91,UPI,10,14512.27,96641.74,Same City,Desktop,482,0,0,0
2440.46,Credit Card,11,17372.63,29991.91,Same City,Mobile,63,0,0,0
767.64,UPI,10,50394.12,24067.05,Same City,Desktop,459,0,0,0
1024.41,Credit Card,19,23315.58,57654.5,Same City,Desktop,345,0,0,0
474.89,Net Banking,18,39272.6,39312.18,Same City,Desktop,42,0,0,0
3317.88,UPI,15,30695.63,38040.05,Different City,Tablet,115,0,0,0
2145.38,Credit Card,1,4965.15,70426.06,Different Country,Desktop,0,1,1,1
2857.75,UPI,9,10529.72,59780.8,Same City,Mobile,53,0,0,0
355.65,Credit Card,18,48686.92,94470.74,Same City,Tablet,455,0,0,0
2909.73,Net Banking,11,28704.9,16136.28,Same City,Desktop,45,0,0,0
1733.13,Net Banking,23,31618.97,99955.77,Same City,Tablet,464,0,0,0
3545.64,Debit Card,14,52780.66,93738.81,Same City,Tablet,10,1,0,0
1119.78,UPI,23,49261.92,7560.5,Same City,Desktop,256,0,0,0
744.64,Credit Card,6,20023.96,2519.34,Same City,Desktop,220,0,0,0
4807.32,UPI,7,16324.35,7697.99,Different City,Mobile,273,0,1,0
250.4,Net Banking,8,47858.32,73792.78,Same City,Tablet,407,0,0,0
1349.2,Net Banking,8,31570.7,7697.95,Same City,Mobile,135,0,0,0
21704.16,Debit Card,23,55583.51,83790.84,Same City,Tablet,221,0,0,0
1184.2,Credit Card,22,18100.66,82888.34,Same City,Desktop,96,0,0,0
1685.16,Debit Card,13,10795.87,56794.52,Same City,Desktop,240,0,0,0
1376.72,Debit Card,7,27906.28,24185.23,Same City,Mobile,336,0,0,0
913.63,Debit Card,21,13415.77,31694.26,Same City,Mobile,174,0,0,0
645.91,UPI,16,28542.23,23138.06,Same City,Tablet,420,0,0,0
505.42,Net Banking,15,28458.16,34700.23,Different City,Mobile,121,0,0,0
963.41,Net Banking,17,40149.98,26592.85,Same City,Mobile,213,0,0,0
1482.59,Credit Card,7,50766.55,24205.53,Different City,Mobile,445,0,1,0
1117.47,UPI,22,4313.34,7115.57,Same City,Desktop,267,0,0,0
629.25,Debit Card,15,3615.6,96910.26,Same City,Tablet,288,0,0,0
1317.97,Credit Card,7,4999.58,68261.72,Same City,Desktop,254,0,0,0
289.68,Credit Card,23,28024.41,30552.43,Same City,Tablet,334,0,0,0
4634.76,Credit Card,6,6154.29,208800.07,Different City,Desktop,4,1,1,1
558.26,UPI,21,18064.4,11099.81,Same City,Mobile,205,0,0,0
5401.89,Credit Card,20,24890.94,44869.36,Same City,Tablet,451,0,0,0
1132.3,Credit Card,15,8725.73,73743.38,Same City,Tablet,255,1,0,0
649.03,Net Banking,7,33321.06,23818.28,Same City,Desktop,139,0,0,0
1409.96,Credit Card,11,13899.51,98801.4,Same City,Desktop,82,0,0,0
3145.23,Net Banking,19,36362.42,93682.97,Different City,Mobile,74,0,1,0
1387.99,Debit Card,11,7321.2,93983.21,Same City,Tablet,68,0,0,0
654.3,Debit Card,10,49423.92,81697.39,Same City,Desktop,244,0,0,0
1721.97,Net Banking,9,31474.64,60315.01,Different City,Mobile,73,0,0,0
9179.9,UPI,16,30562.24,61542.08,Same City,Tablet,410,1,0,0
119.48,Debit Card,12,49946.14,13521.73,Same City,Mobile,390,1,0,0
55449.04,UPI,13,1547.86,157576.04,Same City,Mobile,3,1,0,1
600.15,Credit Card,19,11893.65,22607.91,Same City,Desktop,241,0,0,0
5423.72,UPI,13,19755.49,63077.04,Same City,Tablet,473,0,0,0
470.14,Debit Card,18,12423.59,37325.18,Same City,Tablet,68,0,0,0
1770.43,UPI,15,18940.31,82125.73,Same City,Mobile,39,0,0,0
579.64,UPI,9,46098.43,38283.34,Different City,Desktop,257,0,1,0
1211.83,Net Banking,6,10622.68,18823.22,Same City,Tablet,111,1,0,0
1134.57,Net Banking,19,41338.87,81782.21,Same City,Mobile,467,0,0,0
3216.37,Credit Card,13,27944.34,70225.88,Different City,Tablet,463,0,1,0
12654.3,UPI,23,13658.0,87212.39,Same City,Desktop,139,0,0,0
1045.54,Credit Card,23,8256.07,49888.82,Same City,Desktop,204,0,0,0
57.95,UPI,7,1111.84,47684.35,Same City,Desktop,324,0,0,0
3079.32,UPI,12,20942.36,75784.61,Same City,Desktop,402,0,0,0
1447.16,Net Banking,21,25660.44,98689.59,Same City,Mobile,290,0,0,0
3429.43,Debit Card,7,16498.69,34519.22,Same City,Tablet,88,0,0,0
1333.88,Debit Card,18,15109.24,55417.8,Same City,Desktop,137,0,0,0
1967.1,Credit Card,14,15440.16,91220.82,Same City,Mobile,498,1,0,0
175.71,Credit Card,8,43983.37,90529.9,Same City,Mobile,17,0,0,0
6294.07,Debit Card,17,51082.66,90917.53,Same City,Tablet,409,0,0,0
378.0,Credit Card,7,18817.97,6817.23,Same City,Tablet,389,0,0,0
338.0,Debit Card,12,8748.27,98617.68,Same City,Desktop,470,0,0,0
629.2,Debit Card,11,20452.64,18177.89,Same City,Desktop,233,0,0,0
2875.2,UPI,9,14549.36,39090.6,Different City,Mobile,235,0,1,0
481.09,Credit Card,9,7473.54,85911.18,Same City,Mobile,263,0,0,0
499.7,Credit Card,14,4973.07,93695.78,Same City,Mobile,271,0,0,0
174.15,UPI,13,36931.1,2394.63,Same City,Desktop,169,1,0,0
480.34,Net Banking,15,7715.62,76151.06,Same City,Desktop,371,0,0,0
1681.08,Debit Card,17,35362.11,27538.12,Same City,Tablet,130,0,0,0
1772.7,Debit Card,21,14120.88,71756.14,Same City,Mobile,187,0,0,0
3034.07,UPI,19,50376.08,10590.58,Different City,Mobile,159,0,0,0
1983.32,Net Banking,12,26946.28,7705.83,Different Country,Tablet,85,0,0,0
759.74,Debit Card,19,23728.94,48469.63,Same City,Desktop,200,0,0,0
571.3,Credit Card,9,11395.44,42485.08,Same City,Mobile,54,0,0,0
636.88,Net Banking,6,39435.71,45328.88,Different City,Mobile,141,0,0,0
24888.46,Credit Card,2,1324.71,277988.6,Different City,Desktop,0,1,1,1
162.49,Credit Card,20,1692.25,58325.24,Same City,Tablet,218,0,0,0
5105.31,Credit Card,15,31289.68,42754.1,Same City,Tablet,342,0,0,0
993.38,UPI,10,44409.41,80592.54,Same City,Mobile,264,0,0,0
485.02,Debit Card,19,45098.14,63113.86,Same City,Tablet,69,0,0,0
468.79,Net Banking,15,2242.06,56988.97,Same City,Tablet,38,0,0,0
3619.57,Credit Card,23,44476.87,18161.4,Same City,Desktop,290,0,0,0
6443.33,Credit Card,10,18838.79,81910.23,Same City,Tablet,378,0,0,0
357.36,UPI,12,37207.37,5165.74,Same City,Tablet,466,0,0,0
450.56,Debit Card,7,49103.79,39309.77,Same City,Desktop,186,0,0,0
4926.37,Debit Card,13,24813.85,62208.67,Same City,Tablet,138,0,0,0
2133.28,Net Banking,14,19335.55,13457.63,Same City,Tablet,51,0,0,0
1760.92,UPI,10,48603.75,13752.09,Same City,Mobile,390,0,0,0
838.38,UPI,13,23704.58,36905.3,Different City,Desktop,208,0,0,0
454.95,Debit Card,17,42339.57,16972.84,Same City,Tablet,130,0,0,0
4769.17,UPI,3,2797.67,286826.78,Different Country,Desktop,0,0,1,1
345.95,UPI,19,8248.42,75179.82,Same City,Mobile,250,0,0,0
693.23,Debit Card,15,38459.12,30946.26,Different City,Desktop,354,0,1,0
373.25,UPI,18,31555.48,8534.75,Same City,Desktop,162,0,0,0
