transaction_id,amount,transaction_type,transaction_hour,day_of_week,sender_balance,receiver_balance,location,device_type,previous_transaction_count,new_device,unusual_location,transactions_last_hour,amount_to_balance_ratio,is_fraud,log_amount,balance_diff,is_night,is_weekend
TX10833,294.55,Wallet,19,2,6550.07,47893.71,Bengaluru,Laptop,34,0,0,1,0.045,0,5.6888380272703785,-41343.64,0,0
TX10366,344.33,Wallet,12,4,17124.9,39761.0,Chennai,Desktop,148,0,0,2,0.0201,0,5.84450048159508,-22636.1,0,0
TXF20006,131291.73,Card,11,4,164560.25,4029.53,Pune,Mobile,4,0,1,2,0.7978,1,11.785184689374855,160530.72,0,0
TX12078,1253.95,UPI,16,1,83929.83,15244.85,Mumbai,Mobile,41,0,0,2,0.0149,0,7.134851010134775,68684.98,0,0
TX14038,1061.92,UPI,17,1,32752.71,33287.36,Kolkata,Desktop,143,0,0,2,0.0324,0,6.968775116808082,-534.6500000000015,0,0
TXF20346,32076.01,Bank Transfer,2,3,16038.0,2710.85,Bengaluru,Laptop,11,1,1,15,2.0,1,10.375894853147864,13327.15,1,0
TX14479,3093.34,Wallet,18,0,40518.95,34905.2,Chennai,Laptop,49,0,0,4,0.0763,0,8.037329915205426,5613.75,0,0
TX11746,193.3,Wallet,8,1,98610.2,14683.22,Pune,Mobile,167,0,0,2,0.002,0,5.269403356383394,83926.98,0,0
TX10019,805.88,Card,13,3,78144.23,10015.91,Pune,Tablet,140,0,0,1,0.0103,0,6.693174958328415,68128.31999999999,0,0
TX11322,639.09,E-commerce,16,1,44904.73,32233.43,Chennai,Desktop,13,0,0,2,0.0142,0,6.461608791466949,12671.300000000003,0,0
TX13567,874.62,Wallet,19,4,3020.06,40758.12,Bengaluru,Tablet,59,0,0,1,0.2896,0,6.774932206867973,-37738.060000000005,0,0
TX12521,745.17,Bank Transfer,19,0,2821.06,27934.73,Pune,Mobile,112,0,0,4,0.2641,0,6.614953456280126,-25113.67,0,0
TX10218,2791.2,E-commerce,19,0,17198.55,39783.84,Chennai,Mobile,117,0,0,1,0.1623,0,7.9345850945545475,-22585.289999999997,0,0
TX11487,1619.78,Card,10,0,93425.68,44384.7,Delhi,Mobile,158,0,0,4,0.0173,0,7.390662793832895,49040.979999999996,0,0
TX10438,1236.86,Bank Transfer,10,4,51205.75,30930.58,Hyderabad,Mobile,12,0,0,3,0.0242,0,7.121139361227909,20275.17,0,0
TX14174,404.54,UPI,14,1,20983.6,3619.66,Pune,Desktop,70,0,0,4,0.0193,0,6.005219512340318,17363.94,0,0
TX12750,620.77,UPI,19,1,12707.1,29864.08,Kolkata,Desktop,84,0,0,3,0.0489,0,6.432570249435962,-17156.980000000003,0,0
TX13288,1582.42,UPI,16,3,38315.63,42633.03,Pune,Tablet,48,0,0,1,0.0413,0,7.367342343704676,-4317.4000000000015,0,0
TX13433,1208.54,E-commerce,14,3,44715.13,33429.89,Chennai,Mobile,16,0,0,2,0.027,0,7.097995401020388,11285.239999999998,0,0
TX12525,1388.22,Wallet,17,4,36702.82,27610.74,Pune,Desktop,38,0,0,4,0.0378,0,7.2364977175414085,9092.079999999998,0,0
TXF20150,25513.87,Wallet,0,2,22119.43,3786.53,Jaipur,Desktop,10,1,0,5,1.1535,1,10.14701669844296,18332.9,1,0
TX13688,885.18,UPI,20,3,13711.3,28265.65,Mumbai,Tablet,68,0,0,3,0.0646,0,6.786920090241708,-14554.350000000002,0,0
TX12763,277.88,E-commerce,10,0,29300.61,18411.2,Mumbai,Tablet,157,0,0,1,0.0095,0,5.630781581771711,10889.41,0,0
TX10802,2373.97,E-commerce,19,0,98995.7,38075.79,Pune,Mobile,145,0,0,4,0.024,0,7.772740084810015,60919.909999999996,0,0
TX12997,1431.65,Bank Transfer,10,3,100041.43,9103.15,Mumbai,Mobile,29,0,0,1,0.0143,0,7.267281155148856,90938.28,0,0
TX12228,766.34,Card,13,1,49509.78,17814.26,Mumbai,Laptop,28,0,0,1,0.0155,0,6.642929988673283,31695.52,0,0
TXF20285,10144.43,Wallet,17,5,123239.97,119.98,Mumbai,Tablet,19,1,0,27,0.0823,1,9.224778636773213,123119.99,0,1
TX12077,188.48,Wallet,19,4,73247.88,43749.88,Delhi,Desktop,20,0,0,4,0.0026,0,5.244283478055551,29498.000000000007,0,0
TX10582,698.27,E-commerce,15,5,58906.66,28118.08,Jaipur,Mobile,132,0,0,1,0.0119,0,6.5500369337466875,30788.58,0,1
TX10203,1053.43,Wallet,9,2,98015.74,43288.81,Pune,Tablet,156,0,0,1,0.0107,0,6.96075561554379,54726.93000000001,0,0
TX14346,1832.62,UPI,15,4,41017.73,6043.09,Lucknow,Mobile,157,0,0,1,0.0447,0,7.514047433965297,34974.64,0,0
TX13478,820.04,E-commerce,12,4,12318.91,46112.42,Jaipur,Mobile,78,0,0,3,0.0666,0,6.710571829337459,-33793.509999999995,0,0
TX12929,3227.0,Wallet,10,3,14365.53,25287.24,Mumbai,Desktop,39,0,0,1,0.2246,0,8.07961802938984,-10921.710000000001,0,0
TX13085,3255.61,UPI,19,6,55986.55,23908.78,Chennai,Desktop,54,0,0,2,0.0581,0,8.088442056012624,32077.770000000004,0,1
TX11018,1390.28,E-commerce,12,4,92259.01,37959.89,Lucknow,Desktop,95,0,0,3,0.0151,0,7.2379794656995875,54299.119999999995,0,0
TX11583,1200.52,Bank Transfer,15,0,16422.37,49234.26,Delhi,Laptop,132,0,0,2,0.0731,0,7.091342700897325,-32811.89,0,0
TX11032,628.03,E-commerce,8,6,9922.33,34977.55,Kolkata,Desktop,59,0,0,4,0.0633,0,6.444178950316659,-25055.22,0,1
TX11718,1451.42,Bank Transfer,19,2,5911.23,29924.35,Chennai,Desktop,172,0,0,1,0.2455,0,7.28098640975658,-24013.12,0,0
TX11281,517.84,Card,9,2,70013.34,35060.51,Delhi,Mobile,43,0,0,4,0.0074,0,6.251595550472472,34952.829999999994,0,0
TX12498,772.64,UPI,18,4,40699.25,48194.5,Delhi,Mobile,144,0,0,4,0.019,0,6.651106649110529,-7495.25,0,0
TX13350,835.79,Card,17,1,22120.23,38779.79,Bengaluru,Mobile,85,0,0,4,0.0378,0,6.729573142952447,-16659.56,0,0
TX10517,977.24,E-commerce,12,4,63126.24,32545.03,Bengaluru,Tablet,139,0,0,1,0.0155,0,6.885755038702469,30581.21,0,0
TX11747,421.85,Card,18,0,30256.17,17791.96,Delhi,Tablet,114,0,0,3,0.0139,0,6.047017506228231,12464.21,0,0
TXF20152,10901.99,UPI,2,0,76233.9,3221.44,Bengaluru,Desktop,14,1,0,2,0.143,1,9.296792342527203,73012.45999999999,1,0
TX13732,1214.81,UPI,16,2,32678.46,22539.02,Mumbai,Mobile,164,0,0,3,0.0372,0,7.103165800317809,10139.439999999999,0,0
TX10668,1653.23,Card,8,2,77172.44,40264.85,Hyderabad,Laptop,27,0,0,3,0.0214,0,7.411090922748055,36907.590000000004,0,0
TX14059,1789.58,UPI,16,6,89756.25,20285.37,Kolkata,Laptop,76,0,0,3,0.0199,0,7.490294868697266,69470.88,0,1
TX13026,1047.05,Wallet,8,3,9360.51,28070.91,Mumbai,Desktop,106,0,0,4,0.1119,0,6.954686573666569,-18710.4,0,0
TXF20432,161475.75,UPI,3,1,102759.79,4133.43,Pune,Laptop,20,1,1,20,1.5714,1,11.992116448432906,98626.35999999999,1,0
TX13286,2454.91,E-commerce,17,4,71983.82,19791.99,Delhi,Desktop,5,0,0,4,0.0341,0,7.80625264364445,52191.83,0,0
TX12650,549.39,UPI,10,3,72550.46,10765.46,Pune,Mobile,171,0,0,1,0.0076,0,6.310627117849432,61785.00000000001,0,0
TX14453,3425.9,E-commerce,10,3,56894.84,42632.54,Bengaluru,Desktop,55,0,0,3,0.0602,0,8.13941134140801,14262.299999999996,0,0
TX13192,797.31,Card,15,5,98108.56,7740.36,Bengaluru,Laptop,135,0,0,4,0.0081,0,6.682496993192361,90368.2,0,1
TX12124,2623.19,UPI,13,2,52669.07,15570.7,Pune,Mobile,47,0,0,4,0.0498,0,7.872527555979193,37098.369999999995,0,0
TX13375,1288.7,Card,9,1,71715.6,2196.09,Bengaluru,Mobile,57,0,0,2,0.018,0,7.162164912170345,69519.51000000001,0,0
TX13392,1294.28,Bank Transfer,18,4,100910.73,16544.15,Mumbai,Mobile,5,0,0,4,0.0128,0,7.166482166978497,84366.57999999999,0,0
TX13485,3278.94,Bank Transfer,10,6,77837.16,23401.67,Chennai,Mobile,134,0,0,3,0.0421,0,8.09558040852795,54435.490000000005,0,1
TX10759,3292.99,E-commerce,18,3,61232.25,43292.3,Ahmedabad,Desktop,166,0,0,4,0.0538,0,8.09985487491027,17939.949999999997,0,0
TX13379,685.27,E-commerce,12,1,61731.48,12805.88,Pune,Mobile,11,0,0,4,0.0111,0,6.531271136297062,48925.600000000006,0,0
TX14440,1475.81,E-commerce,18,6,7943.75,24449.09,Chennai,Desktop,135,0,0,3,0.1858,0,7.297639635123279,-16505.34,0,1
TX12526,539.78,Card,12,2,59678.28,26304.53,Delhi,Desktop,147,0,0,3,0.009,0,6.293012541796373,33373.75,0,0
TXF20358,96942.46,Bank Transfer,3,5,145972.82,4879.16,Chennai,Desktop,9,1,1,7,0.6641,1,11.481883200943146,141093.66,1,1
TX10907,824.17,E-commerce,18,5,55693.99,48355.06,Bengaluru,Desktop,142,0,0,2,0.0148,0,6.715589425713171,7338.93,0,1
TX12683,1571.62,Card,16,4,97376.23,42745.41,Delhi,Mobile,136,0,0,2,0.0161,0,7.3604982972687365,54630.81999999999,0,0
TX10214,151.82,E-commerce,18,5,35364.21,46483.5,Delhi,Mobile,51,0,0,2,0.0043,0,5.02926075821942,-11119.29,0,1
TX13331,1548.14,UPI,15,2,60277.56,14116.08,Jaipur,Mobile,6,0,0,1,0.0257,0,7.34545521722366,46161.479999999996,0,0
TX14458,571.89,Wallet,18,0,74091.36,49738.21,Kolkata,Tablet,123,0,0,2,0.0077,0,6.350693726208953,24353.15,0,0
TX10693,1026.09,E-commerce,18,3,22121.85,25876.97,Hyderabad,Tablet,81,0,0,3,0.0464,0,6.9344848399740355,-3755.1200000000026,0,0
TX11503,4117.06,E-commerce,12,1,57805.7,9853.35,Ahmedabad,Laptop,30,0,0,1,0.0712,0,8.32313745766129,47952.35,0,0
TX12414,349.09,E-commerce,11,4,14418.01,9914.76,Mumbai,Desktop,131,0,0,2,0.0242,0,5.858190264285044,4503.25,0,0
TX12118,372.48,Card,20,4,93846.35,2518.37,Pune,Mobile,58,0,0,4,0.004,0,5.922864455615725,91327.98000000001,0,0
TX13858,538.14,E-commerce,11,2,91519.49,32497.21,Ahmedabad,Laptop,104,0,0,3,0.0059,0,6.2899752774420765,59022.280000000006,0,0
TX12462,2358.65,UPI,14,4,52396.63,42106.25,Pune,Mobile,80,0,0,1,0.045,0,7.7662685819366235,10290.379999999997,0,0
TX13635,3192.17,Bank Transfer,18,5,52507.83,10912.66,Pune,Mobile,96,0,0,1,0.0608,0,8.068769432763212,41595.17,0,1
TX14105,424.65,Card,10,6,29879.48,26079.06,Delhi,Mobile,31,0,0,1,0.0142,0,6.053617412330066,3800.4199999999983,0,1
TX14478,1272.67,Card,17,3,23507.28,27166.27,Hyderabad,Laptop,40,0,0,2,0.0541,0,7.149657775891304,-3658.9900000000016,0,0
TX10196,478.28,Bank Transfer,17,3,29213.98,18217.81,Mumbai,Tablet,67,0,0,4,0.0164,0,6.17228497777567,10996.169999999998,0,0
TXF20167,13811.06,Bank Transfer,23,5,188692.6,1157.18,Pune,Mobile,16,1,0,5,0.0732,1,9.5332974025491,187535.42,1,1
TX11543,454.04,Wallet,10,5,73353.34,46137.93,Mumbai,Desktop,140,0,0,1,0.0062,0,6.120385327174821,27215.409999999996,0,1
TX11330,6754.39,Bank Transfer,12,2,29192.91,31319.97,Mumbai,Mobile,194,0,0,2,0.2314,0,8.8180959837388,-2127.0600000000013,0,0
TX10879,1285.83,Card,10,4,34838.84,34711.54,Kolkata,Tablet,110,0,0,4,0.0369,0,7.159937108739367,127.29999999999563,0,0
TXF20002,142441.56,Wallet,10,2,240643.13,2899.16,Bengaluru,Desktop,22,1,1,1,0.5919,1,11.86669410970985,237743.97,0,0
TX13501,1911.68,Card,17,1,12382.71,33718.21,Delhi,Mobile,65,0,0,2,0.1544,0,7.556260678918962,-21335.5,0,0
TX13894,641.1,Card,19,1,63676.4,8715.56,Delhi,Desktop,168,0,0,2,0.0101,0,6.464744054800002,54960.840000000004,0,0
TXF20490,101361.51,Bank Transfer,1,0,75157.14,144.32,Hyderabad,Mobile,1,1,1,18,1.3487,1,11.526458577908622,75012.81999999999,1,0
TX10887,437.45,Card,13,5,42989.06,15216.25,Delhi,Mobile,7,0,0,1,0.0102,0,6.083245780225365,27772.809999999998,0,1
TX11345,920.65,Card,18,4,13687.39,25976.23,Ahmedabad,Mobile,126,0,0,2,0.0673,0,6.826165541942182,-12288.84,0,0
TX10068,1108.1,UPI,10,3,59010.04,24676.63,Kolkata,Laptop,32,0,0,4,0.0188,0,7.011304154610696,34333.41,0,0
TX14210,1902.59,Card,20,6,89895.27,46890.34,Lucknow,Mobile,94,0,0,3,0.0212,0,7.551496856028702,43004.93000000001,0,1
TX11815,471.5,Wallet,12,6,78265.23,33703.64,Hyderabad,Mobile,192,0,0,4,0.006,0,6.158037746933798,44561.59,0,1
TX10568,2003.54,E-commerce,13,1,65814.53,38079.96,Hyderabad,Desktop,115,0,0,2,0.0304,0,7.603169886984484,27734.57,0,0
TX12167,715.89,UPI,16,6,37538.12,21678.61,Delhi,Tablet,166,0,0,1,0.0191,0,6.5749224118146845,15859.510000000002,0,1
TX10096,4502.39,Bank Transfer,17,5,70692.03,14068.7,Pune,Desktop,53,0,0,1,0.0637,0,8.412585725478618,56623.33,0,1
TX14181,745.23,Card,13,6,85190.23,25663.01,Bengaluru,Desktop,81,0,0,1,0.0087,0,6.615033863677651,59527.22,0,1
TX13353,2744.05,Bank Transfer,14,1,37023.69,34039.91,Bengaluru,Desktop,110,0,0,1,0.0741,0,7.917554568713989,2983.779999999999,0,0
TX10139,565.79,E-commerce,16,2,96801.96,18806.04,Mumbai,Desktop,78,0,0,2,0.0058,0,6.3399888647533365,77995.92000000001,0,0
TXF20454,136004.98,E-commerce,3,5,68002.49,2046.71,Mumbai,Mobile,1,1,1,17,2.0,1,11.820454134339746,65955.78,1,1
TX12602,2318.89,Bank Transfer,12,3,11921.44,25742.4,Mumbai,Mobile,34,0,0,2,0.1945,0,7.749275049743183,-13820.960000000001,0,0
TX14023,1187.96,Card,12,1,41057.12,9511.09,Delhi,Desktop,170,0,0,2,0.0289,0,7.080834254409159,31546.030000000002,0,0
TXF20272,16511.03,Wallet,14,6,20394.14,705.25,Pune,Laptop,15,1,0,24,0.8096,1,9.711844485140103,19688.89,0,1
TX11606,1003.6,UPI,18,4,98917.27,21094.75,Bengaluru,Desktop,52,0,0,2,0.0101,0,6.912344731315945,77822.52,0,0
TX11629,313.4,Card,9,4,51454.82,22695.96,Mumbai,Desktop,10,0,0,2,0.0061,0,5.7506660605550515,28758.86,0,0
TX11539,4975.86,UPI,17,5,98027.3,26426.64,Pune,Desktop,179,0,0,4,0.0508,0,8.512554449067697,71600.66,0,1
TX11694,720.18,Bank Transfer,9,1,64797.0,4164.22,Bengaluru,Mobile,48,0,0,3,0.0111,0,6.580888759386122,60632.78,0,0
TX12059,501.2,E-commerce,8,4,83345.53,21440.69,Delhi,Mobile,26,0,0,3,0.006,0,6.218998446723485,61904.84,0,0
TX10463,3339.59,UPI,14,6,75096.58,13703.94,Pune,Mobile,24,0,0,1,0.0445,0,8.11390271707714,61392.64,0,1
TX12330,5394.29,Card,17,5,47430.39,36560.88,Mumbai,Mobile,171,0,0,1,0.1137,0,8.593281629723009,10869.510000000002,0,1
TX13043,437.13,Bank Transfer,18,4,85009.69,112.02,Bengaluru,Mobile,132,0,0,3,0.0051,0,6.082515669991923,84897.67,0,0
TXF20234,22595.41,Card,19,3,60704.9,3645.52,Jaipur,Laptop,27,1,1,4,0.3722,1,10.025546323084928,57059.380000000005,0,0
TX10594,4952.61,E-commerce,17,4,23808.0,18175.55,Kolkata,Desktop,148,0,0,4,0.208,0,8.507871882687166,5632.450000000001,0,0
TX13814,761.83,E-commerce,9,2,56119.22,30309.48,Ahmedabad,Mobile,172,0,0,1,0.0136,0,6.637035201741581,25809.74,0,0
TX10625,578.62,E-commerce,15,6,76375.39,26017.35,Hyderabad,Desktop,44,0,0,3,0.0076,0,6.362372716407435,50358.04,0,1
TX10450,3926.89,Wallet,8,4,43088.42,22489.81,Kolkata,Desktop,31,0,0,2,0.0911,0,8.275857665008916,20598.609999999997,0,0
TX11499,1760.02,Bank Transfer,17,4,16902.76,14969.06,Chennai,Mobile,83,0,0,1,0.1041,0,7.473648465615132,1933.699999999999,0,0
TX12456,2361.5,E-commerce,16,5,12389.04,46136.36,Delhi,Laptop,35,0,0,3,0.1906,0,7.767475659367898,-33747.32,0,1
TXF20222,44293.62,Card,14,3,30655.16,3919.58,Bengaluru,Mobile,29,0,1,5,1.4449,1,10.698618503962964,26735.58,0,0
TX12984,735.17,UPI,12,1,19758.59,6370.49,Mumbai,Desktop,140,0,0,3,0.0372,0,6.601461070318374,13388.1,0,0
TX11569,2357.51,Card,8,5,8451.83,24333.15,Bengaluru,Desktop,127,0,0,3,0.2789,0,7.765785342698368,-15881.320000000002,0,1
TX11034,1450.58,Wallet,11,6,5829.02,33375.68,Mumbai,Mobile,180,0,0,3,0.2489,0,7.280407897343751,-27546.66,0,1
TX13518,305.49,Wallet,8,5,56290.91,28880.37,Mumbai,Desktop,96,0,0,4,0.0054,0,5.725185128416607,27410.540000000005,0,1
TX11557,1820.13,Wallet,12,1,78810.47,3191.13,Hyderabad,Tablet,32,0,0,2,0.0231,0,7.507212466526023,75619.34,0,0
TX13624,1428.95,Bank Transfer,10,1,99641.94,3245.38,Delhi,Mobile,75,0,0,3,0.0143,0,7.265394757607697,96396.56,0,0
TXF20164,27964.51,UPI,0,0,113482.02,202.6,Jaipur,Laptop,11,1,0,3,0.2464,1,10.23872724417146,113279.42,1,0
TX10150,2345.7,E-commerce,18,1,70976.45,8214.59,Delhi,Tablet,173,0,0,2,0.033,0,7.760765364928549,62761.86,0,0
TX11420,2847.48,Card,9,4,78154.08,40616.12,Mumbai,Mobile,15,0,0,2,0.0364,0,7.954540797656552,37537.96,0,0
TX12011,4633.85,UPI,8,1,61063.88,392.65,Delhi,Desktop,151,0,0,2,0.0759,0,8.441359115016732,60671.229999999996,0,0
TX12686,2338.92,Bank Transfer,18,6,19195.99,40225.05,Hyderabad,Mobile,42,0,0,2,0.1218,0,7.757872019733135,-21029.06,0,1
TX11786,1536.75,UPI,10,2,90253.0,20606.03,Bengaluru,Desktop,156,0,0,4,0.017,0,7.338075588088477,69646.97,0,0
TX10088,1154.5,UPI,19,0,78268.86,10869.47,Pune,Tablet,67,0,0,1,0.0148,0,7.0522884297144355,67399.39,0,0
TX10457,7721.79,Wallet,10,6,89113.87,35934.34,Delhi,Mobile,96,0,0,2,0.0867,0,8.951930976693676,53179.53,0,1
TX11305,5232.31,Bank Transfer,17,2,86697.78,47031.15,Chennai,Mobile,58,0,0,4,0.0604,0,8.562799244059624,39666.63,0,0
TX12925,771.07,E-commerce,13,6,35893.95,23506.11,Bengaluru,Mobile,91,0,0,4,0.0215,0,6.649075219489306,12387.839999999997,0,1
TX13270,1041.26,UPI,16,1,21898.32,9157.25,Delhi,Tablet,108,0,0,2,0.0475,0,6.949146711341887,12741.07,0,0
TX13227,1482.98,Bank Transfer,10,5,43052.91,38235.86,Hyderabad,Mobile,39,0,0,2,0.0344,0,7.30248294654756,4817.050000000003,0,1
TX11988,892.39,Wallet,11,6,23459.45,39045.51,Delhi,Desktop,82,0,0,3,0.038,0,6.795023215660836,-15586.060000000001,0,1
TX13754,482.12,Card,10,5,74692.65,30113.41,Delhi,Mobile,200,0,0,2,0.0065,0,6.1802650699996455,44579.23999999999,0,1
TX13646,1825.35,UPI,14,4,84216.67,11623.92,Mumbai,Mobile,133,0,0,4,0.0217,0,7.510074718581541,72592.75,0,0
TX10831,3611.54,Wallet,16,4,10648.18,11488.94,Ahmedabad,Mobile,92,0,0,4,0.3392,0,8.192166405023746,-840.7600000000002,0,0
TX10239,3629.45,Bank Transfer,16,1,19387.91,29352.87,Mumbai,Desktop,78,0,0,3,0.1872,0,8.197111886517778,-9964.96,0,0
TXF20181,39857.54,UPI,15,5,42816.86,2571.36,Ahmedabad,Desktop,24,1,1,3,0.9309,1,10.593091964897262,40245.5,0,1
TX13022,2520.08,E-commerce,17,3,14502.37,20399.78,Kolkata,Mobile,123,0,0,2,0.1738,0,7.832442660123537,-5897.409999999998,0,0
TX13148,1009.52,E-commerce,17,4,94563.69,687.08,Kolkata,Mobile,147,0,0,4,0.0107,0,6.918220328829901,93876.61,0,0
TX11946,203.61,E-commerce,12,1,94732.81,33713.13,Hyderabad,Mobile,192,0,0,1,0.0021,0,5.321105728178468,61019.68,0,0
TX12775,1058.19,E-commerce,13,4,96394.09,25885.13,Hyderabad,Desktop,64,0,0,1,0.011,0,6.965259744050563,70508.95999999999,0,0
TX10192,653.76,Bank Transfer,12,2,13070.09,44537.31,Mumbai,Desktop,115,0,0,2,0.05,0,6.484268756276154,-31467.219999999998,0,0
TXF20349,136068.22,Bank Transfer,4,4,160665.69,4127.07,Hyderabad,Mobile,5,1,1,12,0.8469,1,11.820919005824827,156538.62,1,0
TXF20439,73297.28,Wallet,23,5,56701.2,4078.11,Jaipur,Mobile,29,1,1,14,1.2927,1,11.20229242238797,52623.09,1,1
TX10944,1076.16,Wallet,8,1,10792.4,37444.38,Delhi,Desktop,98,0,0,3,0.0997,0,6.982083226939408,-26651.979999999996,0,0
TX11268,1319.7,UPI,12,2,12111.39,20161.16,Pune,Mobile,101,0,0,2,0.109,0,7.185917178049759,-8049.77,0,0
TX14231,368.95,Card,18,4,46992.4,36900.73,Delhi,Mobile,101,0,0,1,0.0079,0,5.91336786137156,10091.669999999998,0,0
TX12307,1170.97,Bank Transfer,20,1,62036.56,46529.39,Jaipur,Mobile,120,0,0,3,0.0189,0,7.0664413725397175,15507.169999999998,0,0
TX14424,1205.54,Card,12,2,3059.18,20653.73,Chennai,Desktop,33,0,0,1,0.3941,0,7.095512038266031,-17594.55,0,0
TXF20211,20685.65,Card,16,1,44118.55,3990.23,Delhi,Desktop,23,1,1,3,0.4689,1,9.937243843662007,40128.32,0,0
TX12313,6536.77,Wallet,20,5,15459.32,6051.66,Delhi,Mobile,168,0,0,4,0.4228,0,8.785351407711554,9407.66,0,1
TX13214,186.3,UPI,9,0,25711.85,34764.12,Chennai,Desktop,30,0,0,4,0.0072,0,5.2327116094500425,-9052.270000000004,0,0
TX12732,1066.27,Wallet,10,5,52717.3,41476.17,Delhi,Desktop,35,0,0,4,0.0202,0,6.972859265214183,11241.130000000005,0,1
TX11926,649.01,Bank Transfer,15,1,73242.52,15644.46,Mumbai,Desktop,98,0,0,1,0.0089,0,6.476987747386725,57598.060000000005,0,0
TX14227,627.94,Card,8,5,60727.45,12152.99,Lucknow,Mobile,176,0,0,4,0.0103,0,6.444035862643418,48574.46,0,1
TXF20176,45469.54,Wallet,11,2,108241.09,1079.33,Mumbai,Laptop,29,1,1,4,0.4201,1,10.72481992271071,107161.76,0,0
TX10800,1355.99,Bank Transfer,15,6,50990.49,19443.68,Delhi,Desktop,187,0,0,2,0.0266,0,7.213024290610959,31546.809999999998,0,1
TX13671,610.43,E-commerce,19,6,43771.2,43503.64,Ahmedabad,Mobile,59,0,0,3,0.0139,0,6.415800475966398,267.5599999999977,0,1
TX14193,1376.99,Bank Transfer,13,0,48098.57,37430.7,Pune,Mobile,9,0,0,3,0.0286,0,7.228381194653223,10667.870000000003,0,0
TX12968,209.62,Card,8,5,51286.63,1296.37,Mumbai,Mobile,179,0,0,4,0.0041,0,5.350055561952451,49990.259999999995,0,1
TXF20293,10255.16,Card,13,1,184430.26,186.76,Chennai,Mobile,7,0,0,24,0.0556,1,9.235633779662788,184243.5,0,0
TX14368,617.21,Card,8,0,77536.44,730.87,Hyderabad,Mobile,70,0,0,1,0.008,0,6.42682820556201,76805.57,0,0
TX12776,1280.18,Bank Transfer,8,4,5838.29,15818.91,Jaipur,Desktop,82,0,0,1,0.2193,0,7.155536807247878,-9980.619999999999,0,0
TX12970,245.08,Wallet,18,5,29154.82,14972.32,Delhi,Desktop,51,0,0,4,0.0084,0,5.50565668631728,14182.5,0,1
TX13867,1777.61,UPI,8,0,42478.59,33949.7,Mumbai,Mobile,18,0,0,2,0.0418,0,7.483587439349374,8528.89,0,0
TX11743,690.67,Bank Transfer,15,1,15778.82,32331.8,Ahmedabad,Desktop,39,0,0,2,0.0438,0,6.539108963262184,-16552.98,0,0
TX13948,3081.51,UPI,9,5,81819.31,44516.26,Delhi,Mobile,179,0,0,1,0.0377,0,8.033499479153269,37303.049999999996,0,1
TX13802,2117.64,E-commerce,12,1,100721.85,2547.77,Hyderabad,Laptop,41,0,0,2,0.021,0,7.658529652376876,98174.08,0,0
TX12024,1384.05,Wallet,20,0,21751.19,18626.42,Chennai,Laptop,27,0,0,4,0.0636,0,7.233491519052843,3124.7700000000004,0,0
TX12274,1460.71,UPI,17,6,44167.12,22389.77,Mumbai,Mobile,30,0,0,1,0.0331,0,7.2873622622209595,21777.350000000002,0,1
TX10099,2504.82,Wallet,17,5,38424.1,37916.52,Pune,Mobile,195,0,0,3,0.0652,0,7.82637130526256,507.58000000000175,0,1
TXF20421,108998.92,Bank Transfer,3,5,168879.27,2151.96,Kolkata,Tablet,1,1,1,22,0.6454,1,11.599102427266057,166727.31,1,1
TX13407,2734.67,Wallet,19,2,80412.31,14478.66,Mumbai,Mobile,37,0,0,2,0.034,0,7.914131657432896,65933.65,0,0
TX14245,1220.24,Card,15,0,66851.43,5264.53,Hyderabad,Mobile,128,0,0,4,0.0183,0,7.107622014991841,61586.899999999994,0,0
TXF20119,18254.72,E-commerce,3,4,36433.65,1242.75,Mumbai,Laptop,30,1,0,4,0.501,1,9.812233734560925,35190.9,1,0
TXF20416,91947.97,UPI,23,5,63253.27,2632.49,Mumbai,Mobile,15,1,1,14,1.4536,1,11.428989028229651,60620.78,1,1
TX10191,1290.48,E-commerce,11,3,3787.56,16171.75,Mumbai,Mobile,59,0,0,2,0.3407,0,7.163544126546843,-12384.19,0,0
TXF20196,56930.02,Wallet,16,3,200858.17,1821.84,Lucknow,Tablet,6,1,1,2,0.2834,1,10.94959563852448,199036.33000000002,0,0
TX11784,1697.02,Bank Transfer,19,6,101321.36,23779.22,Kolkata,Mobile,112,0,0,4,0.0167,0,7.437218145364941,77542.14,0,1
TX11532,788.57,UPI,13,1,87818.71,4497.91,Pune,Mobile,150,0,0,3,0.009,0,6.671488493476512,83320.8,0,0
TX12834,2188.01,E-commerce,11,4,51363.06,22568.23,Delhi,Mobile,39,0,0,3,0.0426,0,7.691204665808454,28794.829999999998,0,0
TX14444,688.65,UPI,16,4,42643.52,17746.53,Ahmedabad,Mobile,32,0,0,4,0.0161,0,6.536184222521529,24896.989999999998,0,0
TXF20415,143872.82,Wallet,3,6,71936.41,2646.28,Hyderabad,Mobile,19,1,1,12,2.0,1,11.876691944426693,69290.13,1,1
TX11598,3816.28,UPI,8,3,48551.34,37144.26,Delhi,Laptop,32,0,0,3,0.0786,0,8.247293406093581,11407.079999999994,0,0
TX11779,4705.25,Card,18,0,86879.73,14145.72,Mumbai,Tablet,103,0,0,2,0.0542,0,8.456646691548205,72734.01,0,0
TXF20400,101339.8,Wallet,0,4,131426.77,1212.08,Hyderabad,Mobile,15,1,1,8,0.7711,1,11.526244373216228,130214.68999999999,1,0
